iter	Logloss
242	0.1977337318
243	0.1976538067
244	0.1975123859
245	0.1974579769
246	0.1973917979
247	0.1972937445
248	0.1971798028
249	0.1970717776
250	0.1969766702
251	0.1968442527
252	0.1966959296
253	0.19663299
254	0.1965236413
255	0.19638781
256	0.1962664235
257	0.1961626886
258	0.1960539801
259	0.1960206525
260	0.19590784
261	0.1958135067
262	0.1957367544
263	0.1956151473
264	0.1955164958
265	0.1954141557
266	0.19534286
267	0.1952786354
268	0.1951810663
269	0.1950854457
270	0.1949881211
271	0.1948581544
272	0.1947593212
273	0.1946929335
274	0.1946300191
275	0.1945098768
276	0.1944431375
277	0.194319325
278	0.1942494575
279	0.1941933585
280	0.1941207805
281	0.1939912332
282	0.193928094
283	0.1937965556
284	0.1937299002
285	0.1936927533
286	0.1936125733
287	0.1935159797
288	0.1934113492
289	0.1933436088
290	0.1932508766
291	0.1931812364
292	0.1931154459
293	0.1930574916
294	0.1929586574
295	0.1928246083
296	0.1927492125
297	0.1926901429
298	0.1926428149
299	0.1925810769
300	0.1925233853
301	0.1924488936
302	0.1923394718
303	0.1922754374
304	0.192204883
305	0.192127901
306	0.1920526557
307	0.191962626
308	0.1918920394
309	0.1918303738
310	0.1917629729
311	0.1917101974
312	0.1916436547
313	0.1915450306
314	0.191486902
315	0.1914327341
316	0.1913292396
317	0.1912419101
318	0.1911821194
319	0.191127794
320	0.1909926407
321	0.1909230186
322	0.1908511591
323	0.1907821797
324	0.1907347259
325	0.19066408
326	0.1906051666
327	0.1905686623
328	0.1904700976
329	0.1904340717
330	0.1903520337
331	0.190310967
332	0.1902709472
333	0.1902277039
334	0.1901419041
335	0.1901059004
336	0.1900577948
337	0.1900223582
338	0.1899377646
339	0.1898528237
340	0.1897864717
341	0.1897387422
342	0.1897037952
343	0.1896507656
344	0.189581488
345	0.1895178497
346	0.1894706121
347	0.1894034088
348	0.1893647642
349	0.1893251464
350	0.1892729934
351	0.189230673
352	0.1891846904
353	0.1891636972
354	0.1890882525
355	0.1890109429
356	0.1889827866
357	0.1889141034
358	0.1888616647
359	0.1888060243
360	0.1887269246
361	0.188667849
362	0.1885729519
363	0.1885077752
364	0.1884419983
365	0.1883747461
366	0.1883056437
367	0.1882472008
368	0.1881945544
369	0.1881229386
370	0.1880766346
371	0.1880189843
372	0.187973099
373	0.1879204999
374	0.1878518714
375	0.1878193416
376	0.1877747253
377	0.1877171851
378	0.1876936283
379	0.1876346358
380	0.187600577
381	0.1875214273
382	0.187461247
383	0.1874273282
384	0.1873791296
385	0.1873380973
386	0.1872971945
387	0.1872282099
388	0.1871732984
389	0.1871286136
390	0.1870796593
391	0.1870490613
392	0.1869972924
393	0.1869668403
394	0.186906802
395	0.1868191785
396	0.1867936367
397	0.1867522709
398	0.1866873204
399	0.1866544965
400	0.1865835851
401	0.1865520547
402	0.1865182683
403	0.1864885481
404	0.1864280978
405	0.1863709614
406	0.1863269408
407	0.1863089001
408	0.186260421
409	0.1862139054
410	0.1861809668
411	0.186159712
412	0.1861298168
413	0.1860561409
414	0.1859931757
415	0.1859499593
416	0.1859016019
417	0.1858438821
418	0.1858027004
419	0.1857524706
420	0.1857026081
421	0.1856835821
422	0.185610434
423	0.1855541162
424	0.1855026488
425	0.1854818513
426	0.1854466477
427	0.1853977161
428	0.1853441343
429	0.1853147002
430	0.1852931157
431	0.1852437118
432	0.1852163767
433	0.185195065
434	0.1851543541
435	0.1851106917
436	0.1850649667
437	0.1850183163
438	0.1850014473
439	0.1849677173
440	0.1849299985
441	0.184907568
442	0.1848536597
443	0.1848020078
444	0.1847656588
445	0.1847307778
446	0.1846853849
447	0.1846545461
448	0.1845868943
449	0.1845346251
450	0.1845188615
451	0.1844543181
452	0.1844241299
453	0.1843780403
454	0.1843586323
455	0.1843233757
456	0.1842789033
457	0.1842304997
458	0.18417853
459	0.1841315557
460	0.1840515897
461	0.1840068906
462	0.183961906
463	0.1839263628
464	0.1838884125
465	0.1838457122
466	0.1838127658
467	0.1837570355
468	0.1837131594
469	0.1836916976
470	0.1836358701
471	0.1836179329
472	0.1835779644
473	0.1835399639
474	0.1834771411
475	0.1834147673
476	0.183349314
477	0.1833089944
478	0.1832811269
479	0.1832593282
480	0.1832268133
481	0.1831912085
482	0.1831506311
483	0.1831325167
484	0.1830994664
485	0.1830789618
486	0.1830233615
487	0.1830097188
488	0.1829515534
489	0.1829233778
490	0.1829012218
491	0.1828548294
492	0.1828174969
493	0.1827648358
494	0.1827294413
495	0.182706955
496	0.182653781
497	0.1826252897
498	0.1826020284
499	0.1825732993
500	0.1825487021
501	0.1825255443
502	0.1825048749
503	0.1824818584
504	0.1824448749
505	0.1824190305
506	0.1823870454
507	0.1823568521
508	0.1823319319
509	0.182272894
510	0.1822509409
511	0.1822066543
512	0.1821653344
513	0.182124408
514	0.1821017652
515	0.1820525539
516	0.182015995
517	0.1819831989
518	0.1819653105
519	0.1819438646
520	0.1818987172
521	0.1818635065
522	0.1818395511
523	0.1818098389
524	0.1817732667
525	0.1817315015
526	0.1816800867
527	0.1816474519
528	0.1816091975
529	0.1815803114
530	0.1815500385
531	0.1815293854
532	0.1815061171
533	0.1814773282
534	0.1814408501
535	0.1813995823
536	0.1813775055
537	0.1813366394
538	0.1812973516
539	0.1812615555
540	0.1812217333
541	0.181177693
542	0.1811447332
543	0.1811088213
544	0.1810772939
545	0.181057536
546	0.1810379541
547	0.1810143265
548	0.1809871216
549	0.1809609685
550	0.1809361469
551	0.1808786192
552	0.1808598829
553	0.180827718
554	0.1808025413
555	0.1807650142
556	0.1807320492
557	0.1806926104
558	0.1806674675
559	0.1806376408
560	0.1806074763
561	0.1805920845
562	0.1805715409
563	0.1805471928
564	0.1805329544
565	0.1805039217
566	0.1804651352
567	0.1804393587
568	0.1804136564
569	0.1803657552
570	0.1803381407
571	0.1803158169
572	0.1802837929
573	0.180254216
574	0.1802249988
575	0.1801829133
576	0.1801563319
577	0.1801215384
578	0.1801076537
579	0.1800487677
580	0.1800245481
581	0.1800126721
582	0.1799886142
583	0.1799616983
584	0.1799486755
585	0.1799327602
586	0.1799198841
587	0.1798867753
588	0.1798618733
589	0.1798358486
590	0.1798239011
591	0.1797850172
592	0.1797421352
593	0.1797177647
594	0.1796929541
595	0.1796693647
596	0.1796257011
597	0.1796159892
598	0.1795909988
599	0.1795539087
600	0.1795403983
601	0.1795119962
602	0.179470372
603	0.1794159413
604	0.17935984
605	0.1793312381
606	0.1792984048
607	0.1792738651
608	0.1792495062
609	0.1792122701
610	0.1791870043
611	0.1791751397
612	0.1791520092
613	0.1791147453
614	0.1790986446
615	0.1790724947
616	0.1790516063
617	0.1790338084
618	0.1789992219
619	0.1789581155
620	0.1789522424
621	0.1789160881
622	0.17889696
623	0.1788637316
624	0.1788307208
625	0.1788071922
626	0.1787598409
627	0.1787206046
628	0.1787048273
629	0.1786714031
630	0.1786500759
631	0.178635974
632	0.1786137846
633	0.1785885282
634	0.1785561774
635	0.1785093014
636	0.1784778698
637	0.1784561105
638	0.1784386578
639	0.1784013732
640	0.1783544655
641	0.178332027
642	0.1783137691
643	0.178288966
644	0.1782781287
645	0.1782545401
646	0.1782385459
647	0.1782082707
648	0.1781929768
649	0.1781594429
650	0.1781363902
651	0.1781052726
652	0.1780912027
653	0.1780645208
654	0.1780496845
655	0.1780312404
656	0.177979469
657	0.1779686371
658	0.177952999
659	0.1779255275
660	0.1778973821
661	0.1778640532
662	0.1778472884
663	0.1778282832
664	0.1778165225
665	0.1778010791
666	0.1777609977
667	0.1777460358
668	0.1777119218
669	0.177664598
670	0.1776332574
671	0.1776123501
672	0.1775940863
673	0.1775528895
674	0.1775248865
675	0.1774949585
676	0.1774826193
677	0.1774454629
678	0.177424918
679	0.1773990674
680	0.177357814
681	0.1773160014
682	0.1772833685
683	0.1772561375
684	0.1772374905
685	0.1772112898
686	0.1771764386
687	0.1771626601
688	0.1771414244
689	0.1771166092
690	0.1771090984
691	0.1770924764
692	0.1770677595
693	0.1770546667
694	0.1770333717
695	0.1770189969
696	0.1770022628
697	0.1769737275
698	0.1769429707
699	0.1769264744
700	0.1769108301
701	0.1768975981
702	0.1768791703
703	0.1768443786
704	0.17681824
705	0.1767850296
706	0.1767661434
707	0.1767255425
708	0.1767032112
709	0.1766890811
710	0.1766654438
711	0.1766326592
712	0.1765933325
713	0.1765714823
714	0.1765620697
715	0.1765463095
716	0.1765213953
717	0.1764912305
718	0.17645906
719	0.1764195836
720	0.1763983301
721	0.1763796836
722	0.1763632825
723	0.176330631
724	0.1763054419
725	0.1762789809
726	0.1762548602
727	0.1762277493
728	0.1762118339
729	0.1761810634
730	0.1761574657
731	0.1761165227
732	0.1761007571
733	0.1760930169
734	0.1760816556
735	0.1760497203
736	0.1760353732
737	0.1760040971
738	0.1759842543
739	0.1759593834
740	0.1759324347
741	0.1759136029
742	0.1758917145
743	0.1758666681
744	0.175843003
745	0.1758076509
746	0.1757916042
747	0.1757698159
748	0.1757396582
749	0.1757334452
750	0.1757117236
751	0.1756996718
752	0.1756789657
753	0.175668176
754	0.1756472589
755	0.1756119943
756	0.1755937519
757	0.175562678
758	0.1755347714
759	0.175516731
760	0.1754850764
761	0.1754657581
762	0.1754466119
763	0.1754316047
764	0.1754058012
765	0.1753545076
766	0.1753304387
767	0.1753000628
768	0.1752780588
769	0.1752663764
770	0.175244058
771	0.1752171776
772	0.1751966018
773	0.1751860619
774	0.1751648112
775	0.1751500582
776	0.1751298832
777	0.1751076923
778	0.1750870126
779	0.1750679531
780	0.1750538861
781	0.1750042133
782	0.174984551
783	0.1749605116
784	0.1749180592
785	0.1748973155
786	0.1748656563
787	0.1748416737
788	0.1748201721
789	0.174799704
790	0.1747841545
791	0.1747583905
792	0.1747332764
793	0.1747246881
794	0.1747068316
795	0.1746999376
796	0.1746804546
797	0.1746628426
798	0.1746517906
799	0.1746381337
800	0.174621325
801	0.1745995356
802	0.1745776476
803	0.1745572742
804	0.174530804
805	0.1745175012
806	0.1744831579
807	0.1744541223
808	0.1744430991
809	0.1744061222
810	0.1743817334
811	0.1743675111
812	0.1743485378
813	0.1743288269
814	0.1742995153
815	0.1742620325
816	0.1742377888
817	0.1742171778
818	0.1741894203
819	0.1741697037
820	0.17413715
821	0.174109713
822	0.1740780867
823	0.1740584347
824	0.1740457318
825	0.1740111387
826	0.174002823
827	0.1739908558
828	0.1739611718
829	0.1739451406
830	0.1739212522
831	0.1739005478
832	0.1738674317
833	0.173846385
834	0.173825592
835	0.1738003707
836	0.1737690933
837	0.173741329
838	0.1737277002
839	0.1736866056
840	0.1736728426
841	0.173653557
842	0.1736387146
843	0.1736162309
844	0.1736051107
845	0.1735699343
846	0.1735421295
847	0.1735151959
848	0.1734875824
849	0.1734562484
850	0.1734495624
851	0.1734346553
852	0.1734170976
853	0.1733810827
854	0.1733598895
855	0.1733435256
856	0.1733251903
857	0.1733081181
858	0.1733033431
859	0.17326753
860	0.1732507592
861	0.173218328
862	0.1731991492
863	0.1731854046
864	0.173156587
865	0.173149423
866	0.1731296759
867	0.1731001797
868	0.1730860826
869	0.1730609266
870	0.173039658
871	0.1730145166
872	0.1730065065
873	0.1729665337
874	0.1729555534
875	0.1729241265
876	0.1729103318
877	0.1728931916
878	0.1728685333
879	0.1728109644
880	0.1727960726
881	0.1727886088
882	0.1727743611
883	0.1727636278
884	0.1727510731
885	0.1727343821
886	0.1727239653
887	0.1727058094
888	0.1726832347
889	0.1726618663
890	0.1726417596
891	0.1726323954
892	0.1726103223
893	0.1725956681
894	0.1725680017
895	0.1725540576
896	0.1725316472
897	0.1725211223
898	0.1725079652
899	0.1724726606
900	0.1724514834
901	0.172434814
902	0.1724076192
903	0.1723830032
904	0.1723511518
905	0.1723343556
906	0.1723229335
907	0.1723112886
908	0.1722912153
909	0.1722759971
910	0.1722494992
911	0.1722345618
912	0.1722287051
913	0.1722032956
914	0.1721702437
915	0.1721586857
916	0.1721485153
917	0.172114775
918	0.1720797391
919	0.1720601368
920	0.1720265379
921	0.1719841753
922	0.1719666013
923	0.1719468286
924	0.1719327123
925	0.1719156328
926	0.1718920103
927	0.1718711173
928	0.1718485715
929	0.171831017
930	0.1718079825
931	0.1717952713
932	0.1717821989
933	0.1717512151
934	0.1717351383
935	0.1717152506
936	0.1716991804
937	0.1716486625
938	0.1716364868
939	0.1716123364
940	0.1715926612
941	0.1715685629
942	0.17155645
943	0.1715469463
944	0.1715212274
945	0.1715045254
946	0.1714889708
947	0.171467713
948	0.1714451894
949	0.171439266
950	0.1713925398
951	0.1713815349
952	0.1713663217
953	0.1713479972
954	0.1713253074
955	0.1712988594
956	0.1712828854
957	0.1712733815
958	0.1712504816
959	0.171234373
960	0.1712213745
961	0.1712063276
962	0.1711829602
963	0.1711495881
964	0.1711304597
965	0.1711259471
966	0.1710954963
967	0.1710887017
968	0.1710674791
969	0.1710332349
970	0.1710095171
971	0.1709789074
972	0.1709574416
973	0.1709341846
974	0.170916283
975	0.1708914875
976	0.170881529
977	0.1708712111
978	0.1708547631
979	0.1708358657
980	0.1708095094
981	0.1707894377
982	0.1707745951
983	0.1707449713
984	0.1707333185
985	0.1707174562
986	0.1707063772
987	0.170683048
988	0.1706634533
989	0.17063902
990	0.170631765
991	0.1706026052
992	0.1705913631
993	0.1705655174
994	0.1705387656
995	0.1705177347
996	0.1704971514
997	0.1704645045
998	0.1704390933
999	0.1703975075
1000	0.1703777854
1001	0.1703518452
1002	0.1703147022
1003	0.1703051188
1004	0.1702830223
1005	0.1702702227
1006	0.1702171184
1007	0.1702070795
1008	0.1701959682
1009	0.1701832913
1010	0.1701552814
1011	0.1701230344
1012	0.1701004508
1013	0.1700496522
1014	0.1700438401
1015	0.1700304813
1016	0.170001538
1017	0.1699847223
1018	0.1699708602
1019	0.1699580818
1020	0.1699093382
1021	0.1698863239
1022	0.169872311
1023	0.169846651
1024	0.1698273248
1025	0.169814429
1026	0.1697987109
1027	0.1697847407
1028	0.1697419941
1029	0.1697370703
1030	0.1697160067
1031	0.169693473
1032	0.1696801376
1033	0.1696568193
1034	0.1696340132
1035	0.1696173403
1036	0.1695853463
1037	0.1695644107
1038	0.1695359243
1039	0.1695061554
1040	0.1694867262
1041	0.1694697671
1042	0.1694543417
1043	0.1694398642
1044	0.1694154668
1045	0.1693897325
1046	0.1693535699
1047	0.1693234079
1048	0.1693009582
1049	0.1692789796
1050	0.1692371171
1051	0.1692101131
1052	0.1691939983
1053	0.1691553252
1054	0.1691317813
1055	0.1691104186
1056	0.1690978012
1057	0.1690792706
1058	0.1690650328
1059	0.1690297863
1060	0.1690229542
1061	0.1689813596
1062	0.1689661378
1063	0.1689526424
1064	0.1689265698
1065	0.168892552
1066	0.1688691002
1067	0.1688505187
1068	0.1688170384
1069	0.1687912474
1070	0.1687684268
1071	0.1687508037
1072	0.1687160055
1073	0.1687031225
1074	0.168670474
1075	0.1686465901
1076	0.1686391307
1077	0.168614103
1078	0.1685871264
1079	0.1685782995
1080	0.1685516189
1081	0.1685216029
1082	0.1685003478
1083	0.1684651779
1084	0.1684547811
1085	0.1684284054
1086	0.1684183483
1087	0.1683975335
1088	0.1683741534
1089	0.1683652153
1090	0.168336441
1091	0.1683162248
1092	0.1682965955
1093	0.1682745016
1094	0.168252893
1095	0.1682386594
1096	0.1682094477
1097	0.16819894
1098	0.1681807682
1099	0.1681674251
1100	0.1681395379
1101	0.1681187885
1102	0.1681154123
1103	0.1680958711
1104	0.168091093
1105	0.1680715221
1106	0.16805462
1107	0.168043428
1108	0.1680207206
1109	0.1679925513
1110	0.1679768404
1111	0.1679476755
1112	0.1679281725
1113	0.167913122
1114	0.1678962121
1115	0.1678802551
1116	0.1678544483
1117	0.1678370752
1118	0.1678153778
1119	0.1678034089
1120	0.1677792468
1121	0.1677572316
1122	0.1677167274
1123	0.1676944333
1124	0.1676739648
1125	0.1676546932
1126	0.1676315018
1127	0.1676093913
1128	0.167585535
1129	0.1675737018
1130	0.1675442074
1131	0.1675145655
1132	0.1675031335
1133	0.1674872993
1134	0.1674671145
1135	0.167442119
1136	0.1674283835
1137	0.1674090916
1138	0.1673895217
1139	0.1673617559
1140	0.1673529846
1141	0.1673349418
1142	0.1673135636
1143	0.1672962467
1144	0.1672604649
1145	0.1672306335
1146	0.1672157361
1147	0.1671951344
1148	0.1671738865
1149	0.1671605805
1150	0.1671444163
1151	0.1671205742
1152	0.1671069257
1153	0.167089377
1154	0.1670496115
1155	0.1670233739
1156	0.1670030548
1157	0.1669866753
1158	0.1669466808
1159	0.1669305002
1160	0.1669058219
1161	0.1668893704
1162	0.1668642725
1163	0.1668371848
1164	0.1668135332
1165	0.1667880369
1166	0.166765737
1167	0.1667514654
1168	0.1667317667
1169	0.1667067917
1170	0.1666758841
1171	0.1666602064
1172	0.1666370456
1173	0.1666104997
1174	0.1665981458
1175	0.1665690159
1176	0.166527135
1177	0.1665136632
1178	0.166482348
1179	0.1664696674
1180	0.1664530609
1181	0.1664334879
1182	0.1664074978
1183	0.1663850738
1184	0.1663574169
1185	0.1663393677
1186	0.1663115648
1187	0.1662742043
1188	0.1662544579
1189	0.1662281892
1190	0.166196897
1191	0.1661745739
1192	0.1661633842
1193	0.1661458098
1194	0.1661209489
1195	0.166093252
1196	0.1660738129
1197	0.1660459927
1198	0.1660214442
1199	0.1659855926
1200	0.1659670349
1201	0.1659336397
1202	0.1659103448
1203	0.1658981163
1204	0.1658799132
1205	0.1658693541
1206	0.1658527494
1207	0.165832476
1208	0.1658089413
1209	0.165798781
1210	0.1657757504
1211	0.1657482042
1212	0.1657156657
1213	0.1656996382
1214	0.165686815
1215	0.165670606
1216	0.1656397107
1217	0.1656095031
1218	0.1655773373
1219	0.1655413092
1220	0.1655038087
1221	0.1654650041
1222	0.1654501216
1223	0.1654283277
1224	0.1654001678
1225	0.1653937956
1226	0.1653812044
1227	0.1653688006
1228	0.1653358599
1229	0.1653072144
1230	0.1652865268
1231	0.1652710457
1232	0.1652479227
1233	0.1652036758
1234	0.165189536
1235	0.1651602867
1236	0.1651387151
1237	0.1651087387
1238	0.165081833
1239	0.1650628665
1240	0.1650408748
1241	0.1650170239
1242	0.1649875262
1243	0.1649726463
1244	0.1649224906
1245	0.1649051517
1246	0.1648710796
1247	0.1648475924
1248	0.1648294037
1249	0.1648185865
1250	0.1647980996
1251	0.1647698232
1252	0.1647558689
1253	0.1647215021
1254	0.1646834861
1255	0.1646635922
1256	0.1646432186
1257	0.1646203474
1258	0.1646044904
1259	0.1645875848
1260	0.1645558299
1261	0.1645369435
1262	0.1645136098
1263	0.1645030433
1264	0.1644831259
1265	0.1644516376
1266	0.1644394709
1267	0.1644224277
1268	0.1643983872
1269	0.1643830765
1270	0.1643663185
1271	0.1643582194
1272	0.164329171
1273	0.164306455
1274	0.1642921757
1275	0.1642671685
1276	0.164251139
1277	0.1642350311
1278	0.1642101773
1279	0.1641868711
1280	0.1641651973
1281	0.1641466677
1282	0.1641272441
1283	0.1641094809
1284	0.1640925358
1285	0.1640757385
1286	0.1640503708
1287	0.1640281205
1288	0.1640090685
1289	0.1639898721
1290	0.1639705616
1291	0.1639521619
1292	0.1639233238
1293	0.163908743
1294	0.1638926879
1295	0.1638721305
1296	0.1638466377
1297	0.1638212166
1298	0.163801244
1299	0.1637731415
1300	0.1637551466
1301	0.1637407647
1302	0.1637138226
1303	0.1636834183
1304	0.1636569551
1305	0.1636352718
1306	0.1636194931
1307	0.1635969079
1308	0.1635741376
1309	0.163538454
1310	0.1635020129
1311	0.1634865283
1312	0.1634616333
1313	0.163445412
1314	0.1634281039
1315	0.1634079309
1316	0.1633766564
1317	0.1633608248
1318	0.1633427682
1319	0.1633176558
1320	0.1633015932
1321	0.1632886012
1322	0.1632606821
1323	0.1632343436
1324	0.1632159559
1325	0.1632058911
1326	0.1631777302
1327	0.1631612835
1328	0.1631448589
1329	0.163106409
1330	0.1630923407
1331	0.1630748406
1332	0.1630499046
1333	0.1630311263
1334	0.1630082951
1335	0.162976629
1336	0.1629579825
1337	0.1629408375
1338	0.1629232876
1339	0.1629005112
1340	0.162880083
1341	0.1628576372
1342	0.1628378425
1343	0.1628153717
1344	0.1627884438
1345	0.1627640831
1346	0.162735273
1347	0.1627093118
1348	0.1626862238
1349	0.1626450554
1350	0.162604668
1351	0.1625860666
1352	0.1625567332
1353	0.1625491915
1354	0.1625183439
1355	0.1625022109
1356	0.162489389
1357	0.1624644297
1358	0.1624441574
1359	0.1624285227
1360	0.1624083467
1361	0.16238856
1362	0.16237716
1363	0.1623562755
1364	0.1623307048
1365	0.1623133598
1366	0.1622904451
1367	0.1622602689
1368	0.1622425544
1369	0.1622182741
1370	0.1621990168
1371	0.1621677974
1372	0.1621457644
1373	0.1621269337
1374	0.16209333
1375	0.1620766266
1376	0.1620544096
1377	0.1620256906
1378	0.1620044323
1379	0.1619742816
1380	0.1619461846
1381	0.1619187878
1382	0.1619035708
1383	0.1618831052
1384	0.1618688654
1385	0.1618466637
1386	0.1618104431
1387	0.1617944018
1388	0.1617521329
1389	0.1617330132
1390	0.1616902178
1391	0.1616756939
1392	0.1616664411
1393	0.1616489353
1394	0.1616224095
1395	0.1616069249
1396	0.1615877984
1397	0.1615691655
1398	0.1615549912
1399	0.1615419643
1400	0.1615147893
1401	0.161493499
1402	0.1614627123
1403	0.1614445882
1404	0.1614087881
1405	0.1613879582
1406	0.1613594324
1407	0.1613194251
1408	0.1612959262
1409	0.1612869447
1410	0.1612658115
1411	0.1612452344
1412	0.1612220352
1413	0.1612067136
1414	0.1611822792
1415	0.161146688
1416	0.1611369081
1417	0.1611103418
1418	0.1610865563
1419	0.1610721136
1420	0.1610405246
1421	0.1610230772
1422	0.1610035417
1423	0.1609841586
1424	0.1609595693
1425	0.1609415844
1426	0.1609244985
1427	0.1609056292
1428	0.1608928562
1429	0.1608664434
1430	0.1608351113
1431	0.1608252628
1432	0.1608030404
1433	0.1607840345
1434	0.1607531911
1435	0.1607343498
1436	0.1607235215
1437	0.1607122425
1438	0.1606846923
1439	0.1606737709
1440	0.1606438159
1441	0.1606249317
1442	0.1605877278
1443	0.1605531782
1444	0.1605344238
1445	0.1605039633
1446	0.1604782867
1447	0.1604553352
1448	0.1604406226
1449	0.1604180252
1450	0.160400978
1451	0.160373804
1452	0.16035672
1453	0.1603267833
1454	0.1603071596
1455	0.160282877
1456	0.1602464438
1457	0.1602232612
1458	0.1601932375
1459	0.1601761348
1460	0.1601497298
1461	0.1601302601
1462	0.1601097993
1463	0.1600937846
1464	0.1600776678
1465	0.1600662204
1466	0.1600415378
1467	0.1600154015
1468	0.1599953946
1469	0.1599653218
1470	0.1599548329
1471	0.1599397102
1472	0.1599117278
1473	0.1598927167
1474	0.1598699281
1475	0.159848419
1476	0.159822599
1477	0.1598001174
1478	0.1597796127
1479	0.1597536492
1480	0.1597357219
1481	0.1597199538
1482	0.1597023099
1483	0.159683376
1484	0.1596512988
1485	0.1596370583
1486	0.1596109497
1487	0.1595956109
1488	0.1595769214
1489	0.1595402285
1490	0.1595177129
1491	0.1595066809
1492	0.1594826876
1493	0.1594652409
1494	0.1594403202
1495	0.1594243072
1496	0.1594015711
1497	0.1593883016
1498	0.1593677148
1499	0.159357634
1500	0.1593464021
1501	0.1593077229
1502	0.1592948099
1503	0.1592857239
1504	0.1592675943
1505	0.1592493956
1506	0.1592259879
1507	0.1592074331
1508	0.1591874917
1509	0.159167176
1510	0.159143839
1511	0.159130684
1512	0.159098752
1513	0.1590719915
1514	0.1590534332
1515	0.1590479928
