iter	Passed	Remaining
1661	51296	59815
1662	51327	59784
1663	51354	59749
1664	51388	59721
1665	51415	59686
1666	51451	59660
1667	51488	59638
1668	51518	59605
1669	51544	59569
1670	51581	59545
1671	51613	59516
1672	51641	59481
1673	51670	59448
1674	51695	59411
1675	51729	59384
1676	51757	59349
1677	51780	59310
1678	51805	59272
1679	51834	59239
1680	51872	59216
1681	51897	59179
1682	51927	59147
1683	51962	59121
1684	51997	59094
1685	52026	59062
1686	52062	59036
1687	52085	58997
1688	52125	58976
1689	52160	58950
1690	52184	58911
1691	52222	58889
1692	52257	58863
1693	52280	58822
1694	52316	58798
1695	52355	58776
1696	52377	58735
1697	52411	58707
1698	52440	58675
1699	52467	58639
1700	52502	58613
1701	52529	58578
1702	52559	58546
1703	52599	58525
1704	52622	58486
1705	52658	58461
1706	52697	58440
1707	52724	58404
1708	52754	58372
1709	52785	58341
1710	52825	58321
1711	52857	58291
1712	52892	58264
1713	52915	58225
1714	52951	58199
1715	52989	58177
1716	53021	58147
1717	53050	58114
1718	53089	58092
1719	53119	58060
1720	53153	58033
1721	53193	58012
1722	53224	57981
1723	53250	57945
1724	53285	57919
1725	53318	57890
1726	53352	57863
1727	53385	57834
1728	53411	57797
1729	53439	57763
1730	53473	57736
1731	53513	57715
1732	53548	57689
1733	53581	57660
1734	53614	57631
1735	53640	57595
1736	53676	57570
1737	53702	57533
1738	53736	57506
1739	53773	57481
1740	53805	57452
1741	53832	57417
1742	53869	57392
1743	53906	57368
1744	53934	57333
1745	53970	57308
1746	54000	57276
1747	54027	57241
1748	54062	57215
1749	54081	57172
1750	54116	57145
1751	54154	57121
1752	54189	57095
1753	54221	57065
1754	54260	57042
1755	54290	57010
1756	54314	56973
1757	54346	56943
1758	54371	56905
1759	54406	56879
1760	54448	56860
1761	54481	56831
1762	54514	56802
1763	54542	56769
1764	54565	56729
1765	54604	56706
1766	54635	56676
1767	54662	56641
1768	54693	56610
1769	54732	56587
1770	54757	56550
1771	54792	56524
1772	54814	56483
1773	54844	56452
1774	54873	56419
1775	54903	56387
1776	54936	56358
1777	54965	56325
1778	54996	56294
1779	55032	56268
1780	55057	56232
1781	55090	56203
1782	55124	56175
1783	55148	56137
1784	55182	56110
1785	55211	56077
1786	55241	56045
1787	55269	56011
1788	55294	55974
1789	55329	55947
1790	55358	55915
1791	55388	55883
1792	55423	55856
1793	55465	55836
1794	55511	55820
1795	55540	55787
1796	55568	55753
1797	55599	55722
1798	55631	55693
1799	55654	55654
1800	55688	55627
1801	55710	55586
1802	55735	55549
1803	55762	55515
1804	55796	55487
1805	55822	55451
1806	55847	55414
1807	55875	55381
1808	55903	55347
1809	55933	55315
1810	55969	55289
1811	56010	55268
1812	56039	55235
1813	56070	55204
1814	56096	55169
1815	56118	55129
1816	56153	55103
1817	56186	55073
1818	56216	55042
1819	56247	55011
1820	56278	54980
1821	56314	54954
1822	56348	54926
1823	56370	54887
1824	56402	54857
1825	56436	54829
1826	56467	54798
1827	56503	54772
1828	56538	54745
1829	56565	54710
1830	56599	54683
1831	56628	54650
1832	56652	54612
1833	56686	54584
1834	56715	54552
1835	56746	54520
1836	56774	54487
1837	56795	54446
1838	56818	54408
1839	56841	54370
1840	56867	54334
1841	56894	54299
1842	56931	54274
1843	56958	54240
1844	56991	54211
1845	57028	54186
1846	57060	54156
1847	57092	54126
1848	57128	54100
1849	57158	54068
1850	57185	54034
1851	57221	54008
1852	57254	53979
1853	57289	53952
1854	57330	53930
1855	57366	53904
1856	57398	53874
1857	57431	53846
1858	57470	53822
1859	57510	53800
1860	57534	53763
1861	57572	53738
1862	57600	53705
1863	57621	53664
1864	57662	53643
1865	57699	53617
1866	57731	53588
1867	57768	53562
1868	57810	53542
1869	57850	53519
1870	57875	53482
1871	57912	53457
1872	57950	53432
1873	57974	53396
1874	58010	53369
1875	58045	53342
1876	58074	53310
1877	58109	53282
1878	58151	53261
1879	58188	53236
1880	58216	53202
1881	58248	53172
1882	58282	53144
1883	58309	53110
1884	58346	53084
1885	58388	53063
1886	58419	53032
1887	58451	53002
1888	58488	52977
1889	58518	52944
1890	58551	52916
1891	58590	52892
1892	58626	52865
1893	58661	52838
1894	58692	52807
1895	58729	52781
1896	58755	52746
1897	58783	52712
1898	58817	52685
1899	58846	52652
1900	58882	52625
1901	58917	52598
1902	58945	52564
1903	58979	52536
1904	59014	52509
1905	59041	52474
1906	59076	52447
1907	59110	52419
1908	59137	52384
1909	59167	52352
1910	59194	52317
1911	59232	52293
1912	59262	52261
1913	59291	52228
1914	59321	52196
1915	59354	52167
1916	59384	52135
1917	59420	52109
1918	59457	52083
1919	59487	52051
1920	59518	52020
1921	59555	51994
1922	59586	51963
1923	59619	51934
1924	59657	51909
1925	59694	51883
1926	59724	51852
1927	59763	51828
1928	59802	51803
1929	59833	51773
1930	59865	51743
1931	59902	51717
1932	59934	51686
1933	59960	51651
1934	59997	51625
1935	60031	51596
1936	60062	51566
1937	60095	51536
1938	60122	51502
1939	60155	51473
1940	60189	51445
1941	60218	51412
1942	60247	51379
1943	60271	51342
1944	60299	51309
1945	60325	51273
1946	60347	51234
1947	60373	51199
1948	60393	51159
1949	60430	51133
1950	60458	51100
1951	60491	51070
1952	60525	51042
1953	60551	51006
1954	60585	50978
1955	60619	50950
1956	60645	50915
1957	60683	50889
1958	60719	50862
1959	60752	50833
1960	60784	50803
1961	60820	50777
1962	60851	50745
1963	60884	50716
1964	60923	50692
1965	60961	50667
1966	60988	50632
1967	61022	50604
1968	61058	50577
1969	61081	50539
1970	61115	50510
1971	61151	50484
1972	61181	50452
1973	61211	50420
1974	61243	50390
1975	61273	50358
1976	61308	50330
1977	61336	50296
1978	61366	50265
1979	61401	50237
1980	61432	50206
1981	61461	50173
1982	61498	50147
1983	61532	50119
1984	61562	50087
1985	61597	50059
1986	61623	50024
1987	61656	49994
1988	61689	49966
1989	61717	49932
1990	61749	49902
1991	61783	49873
1992	61807	49837
1993	61842	49809
1994	61875	49779
1995	61901	49744
1996	61935	49716
1997	61967	49685
1998	61998	49654
1999	62033	49626
2000	62064	49596
2001	62093	49563
2002	62128	49535
2003	62155	49501
2004	62181	49465
2005	62220	49441
2006	62254	49412
2007	62293	49388
2008	62335	49365
2009	62370	49337
2010	62402	49307
2011	62439	49281
2012	62476	49254
2013	62505	49222
2014	62539	49193
2015	62570	49162
2016	62604	49134
2017	62632	49100
2018	62676	49079
2019	62720	49058
2020	62760	49034
2021	62787	49000
2022	62820	48970
2023	62855	48942
2024	62884	48910
2025	62919	48881
2026	62956	48855
2027	62986	48824
2028	63018	48793
2029	63053	48765
2030	63080	48731
2031	63116	48703
2032	63141	48668
2033	63171	48636
2034	63206	48608
2035	63239	48578
2036	63264	48543
2037	63301	48516
2038	63336	48488
2039	63362	48454
2040	63398	48426
2041	63431	48396
2042	63454	48359
2043	63494	48335
2044	63528	48306
2045	63558	48274
2046	63593	48246
2047	63631	48220
2048	63659	48187
2049	63685	48152
2050	63710	48116
2051	63732	48078
2052	63754	48040
2053	63776	48003
2054	63801	47967
2055	63840	47942
2056	63876	47914
2057	63909	47885
2058	63940	47854
2059	63974	47825
2060	64004	47794
2061	64034	47762
2062	64070	47734
2063	64097	47700
2064	64127	47668
2065	64158	47637
2066	64181	47600
2067	64217	47572
2068	64246	47540
2069	64274	47507
2070	64306	47476
2071	64329	47439
2072	64364	47411
2073	64396	47381
2074	64422	47346
2075	64456	47318
2076	64481	47282
2077	64514	47252
2078	64549	47224
2079	64577	47191
2080	64610	47161
2081	64645	47133
2082	64671	47098
2083	64703	47068
2084	64734	47037
2085	64758	47000
2086	64793	46973
2087	64819	46938
2088	64850	46907
2089	64878	46873
2090	64908	46842
2091	64932	46805
2092	64959	46771
2093	64991	46742
2094	65024	46712
2095	65050	46677
2096	65076	46642
2097	65103	46608
2098	65128	46573
2099	65149	46535
2100	65185	46508
2101	65221	46480
2102	65249	46447
2103	65283	46418
2104	65313	46386
2105	65341	46353
2106	65379	46327
2107	65412	46297
2108	65442	46265
2109	65481	46240
2110	65512	46209
2111	65538	46174
2112	65572	46146
2113	65608	46118
2114	65635	46084
2115	65669	46055
2116	65696	46021
2117	65729	45992
2118	65759	45960
2119	65788	45927
2120	65827	45902
2121	65877	45884
2122	65912	45856
2123	65957	45835
2124	65988	45804
2125	66022	45775
2126	66064	45751
2127	66104	45726
2128	66140	45698
2129	66170	45667
2130	66207	45640
2131	66249	45616
2132	66285	45588
2133	66313	45555
2134	66339	45520
2135	66364	45486
2136	66388	45449
2137	66410	45412
2138	66442	45382
2139	66470	45348
2140	66495	45313
2141	66529	45284
2142	66553	45249
2143	66588	45220
2144	66621	45190
2145	66657	45163
2146	66695	45136
2147	66742	45116
2148	66782	45091
2149	66824	45067
2150	66859	45039
2151	66895	45011
2152	66931	44983
2153	66974	44960
2154	67011	44933
2155	67041	44901
2156	67083	44877
2157	67127	44855
2158	67166	44829
2159	67193	44795
2160	67229	44768
2161	67268	44741
2162	67306	44715
2163	67338	44685
2164	67374	44657
2165	67412	44630
2166	67444	44599
2167	67487	44576
2168	67521	44547
2169	67554	44517
2170	67585	44485
2171	67618	44456
2172	67655	44429
2173	67687	44398
2174	67723	44370
2175	67745	44333
2176	67768	44296
2177	67798	44264
2178	67829	44234
2179	67865	44206
2180	67902	44178
2181	67933	44147
2182	67961	44114
2183	67997	44086
2184	68033	44058
2185	68060	44024
2186	68095	43995
2187	68126	43964
2188	68154	43931
2189	68191	43904
2190	68227	43875
2191	68254	43842
2192	68291	43814
2193	68322	43783
2194	68347	43748
2195	68385	43721
2196	68418	43691
2197	68450	43661
2198	68491	43636
2199	68528	43609
2200	68568	43583
2201	68629	43571
2202	68687	43557
2203	68734	43535
2204	68773	43509
2205	68808	43481
2206	68843	43452
2207	68881	43425
2208	68921	43399
2209	68960	43373
2210	68994	43343
2211	69029	43315
2212	69070	43290
2213	69109	43263
2214	69140	43232
2215	69175	43203
2216	69219	43180
2217	69266	43158
2218	69288	43121
2219	69313	43086
2220	69339	43052
2221	69362	43015
2222	69390	42982
2223	69413	42946
2224	69448	42917
2225	69480	42886
2226	69514	42857
2227	69540	42823
2228	69563	42786
2229	69584	42749
2230	69606	42712
2231	69642	42684
2232	69664	42647
2233	69698	42617
2234	69737	42591
2235	69777	42565
2236	69839	42552
2237	69889	42533
2238	69931	42508
2239	69964	42478
2240	69996	42447
2241	70036	42421
2242	70077	42396
2243	70120	42372
2244	70144	42336
2245	70171	42303
2246	70199	42269
2247	70234	42240
2248	70270	42212
2249	70308	42185
2250	70352	42161
2251	70383	42130
2252	70414	42098
2253	70439	42063
2254	70467	42030
2255	70495	41997
2256	70522	41963
2257	70563	41937
2258	70612	41917
2259	70654	41892
2260	70693	41865
2261	70736	41841
2262	70773	41813
2263	70813	41787
2264	70853	41761
2265	70889	41732
2266	70923	41703
2267	70961	41675
2268	70998	41648
2269	71032	41618
2270	71065	41587
2271	71106	41562
2272	71143	41534
2273	71169	41500
2274	71192	41463
2275	71218	41429
2276	71241	41393
2277	71268	41359
2278	71300	41328
2279	71336	41300
2280	71364	41266
2281	71394	41235
2282	71429	41205
2283	71459	41173
2284	71491	41142
2285	71522	41111
2286	71550	41078
2287	71584	41048
2288	71615	41017
2289	71645	40984
2290	71680	40955
2291	71715	40926
2292	71741	40892
2293	71777	40863
2294	71811	40833
2295	71840	40801
2296	71874	40771
2297	71909	40742
2298	71933	40706
2299	71968	40677
2300	71999	40646
2301	72028	40613
2302	72067	40586
2303	72099	40555
2304	72127	40522
2305	72163	40494
2306	72203	40467
2307	72230	40433
2308	72262	40403
2309	72297	40373
2310	72320	40337
2311	72355	40308
2312	72380	40274
2313	72405	40238
2314	72431	40204
2315	72453	40168
2316	72485	40137
2317	72516	40105
2318	72548	40075
2319	72582	40045
2320	72612	40013
2321	72645	39983
2322	72679	39953
2323	72712	39923
2324	72748	39894
2325	72774	39860
2326	72799	39825
2327	72824	39790
2328	72849	39756
2329	72888	39728
2330	72923	39699
2331	72951	39666
2332	72983	39635
2333	73005	39599
2334	73034	39567
2335	73069	39537
2336	73097	39504
2337	73130	39474
2338	73163	39443
2339	73189	39409
2340	73224	39380
2341	73253	39348
2342	73284	39316
2343	73321	39288
2344	73354	39257
2345	73384	39226
2346	73422	39198
2347	73454	39167
2348	73479	39133
2349	73501	39096
2350	73524	39061
2351	73562	39033
2352	73589	38999
2353	73616	38966
2354	73644	38933
2355	73677	38902
2356	73705	38869
2357	73734	38837
2358	73757	38801
2359	73793	38772
2360	73823	38740
2361	73856	38710
2362	73891	38681
2363	73924	38650
2364	73957	38620
2365	73984	38587
2366	74016	38555
2367	74044	38523
2368	74078	38493
2369	74107	38460
2370	74140	38430
2371	74178	38402
2372	74200	38366
2373	74237	38338
2374	74275	38310
2375	74310	38280
2376	74344	38251
2377	74379	38221
2378	74408	38189
2379	74440	38158
2380	74480	38131
2381	74518	38103
2382	74548	38071
2383	74583	38042
2384	74620	38014
2385	74656	37985
2386	74685	37952
2387	74719	37923
2388	74754	37893
2389	74781	37860
2390	74817	37831
2391	74852	37801
2392	74878	37767
2393	74913	37738
2394	74944	37707
2395	74973	37674
2396	75008	37645
2397	75042	37615
2398	75075	37584
2399	75108	37554
2400	75145	37525
2401	75181	37496
2402	75211	37464
2403	75248	37436
2404	75284	37407
2405	75308	37372
2406	75348	37345
2407	75385	37316
2408	75414	37284
2409	75458	37259
2410	75500	37233
2411	75528	37200
2412	75558	37168
2413	75592	37138
2414	75618	37104
2415	75642	37069
2416	75665	37034
2417	75697	37003
2418	75724	36970
2419	75753	36937
2420	75783	36905
2421	75806	36870
2422	75837	36839
2423	75865	36805
2424	75896	36774
2425	75928	36743
2426	75968	36716
2427	75998	36684
2428	76029	36653
2429	76063	36622
2430	76096	36592
2431	76127	36561
2432	76156	36528
2433	76178	36493
2434	76211	36462
2435	76239	36429
2436	76261	36394
2437	76285	36359
2438	76311	36325
2439	76337	36291
2440	76365	36258
2441	76401	36229
2442	76428	36196
2443	76461	36165
2444	76494	36135
2445	76519	36101
2446	76542	36066
2447	76564	36030
2448	76596	35999
2449	76629	35968
2450	76653	35934
2451	76685	35903
2452	76706	35867
2453	76743	35838
2454	76774	35807
2455	76801	35774
2456	76836	35744
2457	76866	35712
2458	76892	35679
2459	76921	35646
2460	76947	35612
2461	76978	35581
2462	77007	35549
2463	77040	35518
2464	77075	35488
2465	77114	35461
2466	77148	35431
2467	77174	35397
2468	77200	35363
2469	77224	35329
2470	77258	35299
2471	77289	35268
2472	77327	35239
2473	77353	35206
2474	77380	35172
2475	77403	35137
2476	77425	35102
2477	77461	35073
2478	77484	35038
2479	77511	35005
2480	77534	34970
2481	77559	34935
2482	77590	34904
2483	77618	34872
2484	77655	34843
2485	77688	34813
2486	77723	34783
2487	77754	34752
2488	77783	34719
2489	77814	34688
2490	77852	34660
2491	77886	34629
2492	77910	34595
2493	77947	34566
2494	77982	34537
2495	78002	34501
2496	78037	34471
2497	78065	34438
2498	78099	34408
2499	78137	34380
2500	78169	34349
2501	78198	34317
2502	78236	34288
2503	78270	34259
2504	78303	34228
2505	78332	34196
2506	78364	34165
2507	78394	34133
2508	78430	34104
2509	78459	34071
2510	78483	34037
2511	78518	34007
2512	78548	33976
2513	78581	33945
2514	78618	33917
2515	78658	33889
2516	78687	33856
2517	78720	33826
2518	78754	33796
2519	78777	33761
2520	78814	33733
2521	78851	33704
2522	78886	33674
2523	78918	33643
2524	78957	33615
2525	78990	33584
2526	79021	33553
2527	79060	33525
2528	79097	33496
2529	79127	33465
2530	79160	33434
2531	79199	33406
2532	79235	33376
2533	79270	33347
2534	79300	33315
2535	79329	33283
2536	79353	33248
2537	79376	33214
2538	79402	33180
2539	79435	33150
2540	79458	33115
2541	79480	33080
2542	79501	33045
2543	79535	33014
2544	79566	32983
2545	79596	32951
2546	79635	32923
2547	79670	32893
2548	79699	32861
2549	79730	32830
2550	79763	32799
2551	79790	32766
2552	79826	32737
2553	79860	32707
2554	79885	32673
2555	79921	32644
2556	79954	32613
2557	79981	32580
2558	80018	32551
2559	80048	32519
2560	80079	32488
2561	80115	32458
2562	80149	32428
2563	80181	32397
2564	80217	32368
2565	80256	32340
2566	80295	32312
2567	80328	32281
2568	80363	32251
2569	80393	32219
2570	80417	32185
2571	80454	32156
2572	80485	32125
2573	80515	32093
2574	80551	32064
2575	80588	32035
2576	80621	32004
2577	80656	31974
2578	80688	31943
2579	80719	31912
2580	80752	31881
2581	80780	31849
2582	80805	31815
2583	80828	31780
2584	80857	31748
2585	80890	31718
2586	80927	31689
2587	80955	31656
2588	80986	31625
2589	81025	31596
2590	81065	31568
2591	81113	31544
2592	81174	31524
2593	81225	31500
2594	81270	31474
2595	81308	31446
2596	81338	31414
2597	81369	31382
2598	81401	31351
2599	81430	31319
2600	81467	31290
2601	81494	31257
2602	81526	31226
2603	81564	31197
2604	81601	31168
2605	81632	31136
2606	81660	31104
2607	81688	31071
2608	81713	31037
2609	81745	31007
2610	81767	30972
2611	81789	30937
2612	81809	30901
2613	81838	30869
2614	81862	30835
2615	81887	30801
2616	81909	30767
2617	81932	30732
2618	81956	30698
2619	81991	30668
2620	82020	30636
2621	82049	30604
2622	82086	30575
2623	82112	30541
2624	82143	30510
2625	82169	30477
2626	82197	30444
2627	82231	30414
2628	82254	30379
2629	82289	30349
2630	82325	30320
2631	82356	30289
2632	82385	30257
2633	82423	30228
2634	82455	30197
2635	82485	30165
2636	82522	30136
2637	82567	30110
2638	82602	30079
2639	82627	30046
2640	82664	30017
2641	82695	29985
2642	82728	29955
2643	82764	29925
2644	82795	29894
2645	82826	29862
2646	82861	29832
2647	82899	29803
2648	82927	29771
2649	82960	29740
2650	82993	29709
2651	83018	29676
2652	83052	29645
2653	83085	29615
2654	83111	29582
2655	83139	29549
2656	83161	29514
2657	83197	29485
2658	83231	29455
2659	83257	29421
2660	83291	29391
2661	83325	29361
2662	83351	29327
2663	83385	29297
2664	83418	29266
2665	83448	29235
2666	83483	29205
2667	83509	29171
2668	83542	29141
2669	83578	29111
2670	83608	29080
2671	83642	29049
2672	83678	29019
2673	83713	28989
2674	83746	28958
2675	83778	28927
2676	83814	28898
2677	83837	28864
2678	83872	28833
2679	83904	28802
2680	83929	28769
2681	83967	28740
2682	84009	28713
2683	84051	28685
2684	84082	28653
2685	84109	28620
2686	84150	28592
2687	84193	28565
2688	84218	28532
2689	84256	28503
2690	84292	28473
2691	84324	28442
2692	84360	28412
2693	84398	28383
2694	84431	28352
2695	84461	28320
2696	84498	28291
2697	84536	28262
2698	84571	28232
2699	84604	28201
2700	84638	28171
2701	84668	28139
2702	84700	28108
2703	84738	28079
2704	84775	28049
2705	84809	28019
2706	84846	27989
2707	84887	27961
2708	84929	27933
2709	84960	27902
2710	84992	27871
2711	85028	27841
2712	85058	27809
2713	85085	27776
2714	85120	27746
2715	85148	27714
2716	85176	27681
2717	85213	27652
2718	85242	27619
2719	85274	27588
2720	85311	27559
2721	85342	27527
2722	85371	27495
2723	85407	27465
2724	85433	27432
2725	85465	27401
2726	85503	27372
2727	85530	27339
2728	85564	27309
2729	85602	27279
2730	85634	27248
2731	85663	27216
2732	85699	27186
2733	85731	27155
2734	85757	27122
2735	85795	27093
2736	85829	27062
2737	85859	27030
2738	85895	27001
2739	85931	26971
2740	85954	26937
2741	85989	26906
2742	86021	26875
2743	86047	26842
2744	86080	26811
2745	86111	26780
2746	86141	26748
2747	86176	26718
2748	86206	26686
2749	86239	26655
2750	86277	26626
2751	86314	26596
2752	86342	26564
2753	86375	26533
2754	86413	26504
2755	86439	26471
2756	86471	26440
2757	86505	26409
2758	86535	26377
2759	86564	26345
2760	86596	26314
2761	86625	26282
2762	86661	26252
2763	86698	26222
2764	86723	26189
2765	86755	26158
2766	86783	26126
2767	86812	26093
2768	86848	26063
2769	86878	26032
2770	86908	26000
2771	86944	25970
2772	86973	25938
2773	87001	25906
2774	87037	25876
2775	87061	25842
2776	87094	25811
2777	87128	25781
2778	87152	25747
2779	87186	25716
2780	87217	25685
2781	87244	25652
2782	87280	25622
2783	87315	25592
2784	87343	25560
2785	87382	25530
2786	87420	25501
2787	87445	25468
2788	87479	25437
2789	87514	25407
2790	87541	25374
2791	87572	25343
2792	87604	25312
2793	87629	25278
2794	87665	25248
2795	87697	25217
2796	87727	25185
2797	87763	25156
2798	87798	25125
2799	87822	25092
2800	87861	25062
2801	87891	25031
2802	87918	24998
2803	87946	24966
2804	87975	24934
2805	88007	24903
2806	88034	24870
2807	88061	24837
2808	88094	24806
2809	88116	24772
2810	88148	24741
2811	88186	24712
2812	88208	24678
2813	88242	24647
2814	88270	24615
2815	88299	24583
2816	88336	24553
2817	88367	24522
2818	88395	24489
2819	88428	24458
2820	88457	24427
2821	88488	24395
2822	88521	24364
2823	88548	24332
2824	88580	24300
2825	88612	24269
2826	88637	24236
2827	88672	24206
2828	88701	24174
2829	88730	24142
2830	88767	24112
2831	88786	24077
2832	88819	24046
2833	88851	24015
2834	88878	23983
2835	88906	23950
2836	88930	23917
2837	88964	23886
2838	88996	23855
2839	89022	23822
2840	89056	23792
2841	89091	23761
2842	89117	23729
2843	89152	23698
2844	89184	23667
2845	89214	23635
2846	89249	23605
2847	89279	23573
2848	89309	23542
2849	89346	23512
2850	89381	23481
2851	89407	23449
2852	89443	23418
2853	89476	23387
2854	89507	23356
2855	89538	23325
2856	89571	23294
2857	89600	23262
2858	89635	23231
2859	89667	23200
2860	89693	23167
2861	89730	23138
2862	89760	23106
2863	89791	23074
2864	89826	23044
2865	89852	23011
2866	89874	22978
2867	89906	22946
2868	89931	22913
2869	89970	22884
2870	90004	22853
2871	90030	22820
2872	90063	22790
2873	90097	22759
2874	90124	22727
2875	90160	22696
2876	90194	22666
2877	90221	22633
2878	90258	22603
2879	90287	22571
2880	90315	22539
2881	90353	22510
2882	90385	22478
2883	90412	22446
2884	90449	22416
2885	90487	22386
2886	90511	22353
2887	90544	22322
2888	90575	22291
2889	90604	22259
2890	90638	22228
2891	90671	22197
2892	90701	22165
2893	90738	22135
2894	90772	22105
2895	90801	22073
2896	90828	22040
2897	90854	22008
2898	90881	21975
2899	90909	21943
2900	90932	21910
2901	90967	21879
2902	90993	21847
2903	91026	21816
2904	91061	21785
2905	91085	21752
2906	91121	21722
2907	91156	21692
2908	91180	21658
2909	91219	21629
2910	91255	21599
2911	91284	21567
2912	91317	21536
2913	91354	21506
2914	91388	21475
2915	91420	21444
2916	91454	21413
2917	91487	21382
2918	91516	21350
2919	91551	21320
2920	91589	21290
2921	91620	21258
2922	91653	21228
2923	91690	21197
2924	91716	21165
2925	91750	21134
2926	91777	21102
2927	91802	21069
2928	91839	21039
2929	91871	21008
2930	91900	20976
2931	91934	20945
2932	91957	20912
2933	91990	20881
2934	92027	20851
2935	92061	20820
2936	92091	20788
2937	92129	20758
2938	92169	20729
2939	92204	20699
2940	92238	20668
2941	92274	20637
2942	92310	20607
2943	92332	20574
2944	92368	20543
2945	92394	20511
2946	92427	20480
2947	92461	20449
2948	92491	20417
2949	92521	20386
2950	92556	20355
2951	92592	20325
2952	92617	20292
2953	92653	20262
2954	92686	20230
2955	92711	20198
2956	92738	20166
2957	92767	20134
2958	92802	20103
2959	92838	20073
2960	92869	20041
2961	92902	20010
2962	92937	19980
2963	92968	19948
2964	92997	19916
2965	93032	19886
2966	93062	19854
2967	93094	19823
2968	93133	19793
2969	93168	19762
2970	93199	19731
2971	93232	19700
2972	93267	19670
2973	93290	19636
2974	93325	19606
2975	93360	19575
2976	93384	19542
2977	93419	19512
2978	93451	19480
2979	93479	19448
2980	93515	19418
2981	93548	19387
2982	93575	19355
2983	93615	19325
2984	93656	19296
2985	93685	19264
2986	93717	19232
2987	93745	19200
2988	93767	19167
2989	93791	19134
2990	93814	19101
2991	93839	19069
2992	93862	19035
2993	93887	19003
2994	93911	18970
2995	93945	18939
2996	93978	18908
2997	94003	18876
2998	94037	18845
2999	94062	18812
3000	94094	18781
3001	94130	18750
3002	94155	18718
3003	94188	18687
3004	94219	18655
3005	94246	18623
3006	94271	18590
3007	94292	18557
3008	94315	18524
3009	94335	18490
3010	94368	18459
3011	94390	18426
3012	94425	18396
3013	94460	18365
3014	94488	18333
3015	94522	18302
3016	94553	18271
3017	94580	18239
3018	94614	18208
3019	94648	18177
3020	94675	18145
3021	94702	18113
3022	94727	18080
3023	94758	18049
3024	94790	18017
3025	94815	17985
3026	94849	17954
3027	94879	17922
3028	94909	17891
3029	94944	17860
3030	94964	17827
3031	94999	17796
3032	95036	17766
3033	95066	17734
3034	95098	17703
3035	95134	17673
3036	95159	17640
3037	95191	17609
3038	95224	17578
3039	95251	17546
3040	95288	17515
3041	95323	17485
3042	95351	17453
3043	95388	17423
3044	95425	17392
3045	95457	17361
3046	95485	17329
3047	95524	17299
3048	95557	17268
3049	95586	17236
3050	95619	17205
3051	95646	17173
3052	95669	17140
3053	95698	17109
3054	95725	17077
3055	95761	17046
3056	95799	17016
3057	95825	16984
3058	95860	16953
3059	95897	16923
3060	95919	16890
3061	95959	16860
3062	95995	16829
3063	96024	16798
3064	96055	16766
3065	96093	16736
3066	96120	16704
3067	96154	16673
3068	96192	16643
3069	96226	16612
3070	96258	16581
3071	96290	16549
3072	96323	16518
3073	96351	16486
3074	96390	16456
3075	96428	16426
3076	96456	16394
3077	96487	16363
3078	96521	16332
3079	96545	16299
3080	96578	16268
3081	96603	16236
3082	96628	16204
3083	96661	16172
3084	96688	16140
3085	96720	16109
3086	96752	16078
3087	96780	16046
3088	96815	16015
3089	96851	15985
3090	96881	15953
3091	96918	15923
3092	96957	15893
3093	96992	15862
3094	97019	15830
3095	97056	15799
3096	97092	15769
3097	97117	15736
3098	97147	15705
3099	97182	15674
3100	97213	15643
3101	97249	15612
3102	97282	15581
3103	97311	15549
3104	97349	15519
3105	97386	15489
3106	97415	15457
3107	97449	15426
3108	97486	15395
3109	97517	15364
3110	97549	15333
3111	97579	15301
3112	97611	15270
3113	97639	15238
3114	97665	15206
3115	97687	15173
3116	97718	15142
3117	97751	15111
3118	97785	15080
3119	97821	15049
3120	97855	15018
3121	97886	14987
3122	97920	14956
3123	97954	14925
3124	97976	14892
3125	98010	14861
3126	98038	14829
3127	98069	14798
3128	98104	14767
3129	98134	14735
3130	98161	14703
3131	98194	14672
3132	98217	14640
3133	98249	14608
3134	98281	14577
3135	98310	14545
3136	98347	14515
3137	98378	14484
3138	98407	14452
3139	98439	14421
3140	98470	14389
3141	98497	14357
3142	98523	14325
3143	98547	14293
3144	98581	14262
3145	98611	14230
3146	98642	14199
3147	98679	14168
3148	98711	14137
3149	98738	14105
3150	98774	14074
3151	98806	14043
3152	98834	14011
3153	98873	13981
3154	98907	13950
3155	98932	13918
3156	98966	13887
3157	99000	13856
3158	99030	13824
3159	99064	13793
3160	99096	13762
3161	99125	13730
3162	99164	13700
3163	99196	13669
3164	99221	13637
3165	99256	13606
3166	99280	13573
3167	99313	13542
3168	99352	13512
3169	99390	13482
3170	99417	13450
3171	99449	13418
3172	99474	13386
3173	99501	13354
3174	99537	13323
3175	99562	13291
3176	99592	13260
3177	99627	13229
3178	99650	13196
3179	99688	13166
3180	99721	13135
3181	99746	13103
3182	99777	13071
3183	99807	13040
3184	99836	13008
3185	99871	12977
3186	99905	12946
3187	99932	12914
3188	99968	12883
3189	99999	12852
3190	100030	12821
3191	100065	12790
3192	100092	12758
3193	100122	12726
3194	100158	12696
3195	100189	12664
3196	100215	12632
3197	100251	12602
3198	100281	12570
3199	100313	12539
3200	100350	12508
3201	100382	12477
3202	100412	12445
3203	100435	12413
3204	100458	12380
3205	100493	12350
3206	100524	12318
3207	100554	12287
3208	100587	12256
3209	100618	12224
3210	100649	12193
3211	100685	12162
3212	100717	12131
3213	100743	12099
3214	100783	12068
